Id,Name,Authors,Rating,pagesNumber,PublishYear,PublishMonth,PublishDay,Publisher,Language
399,Underworld,Don DeLillo,3.92,827,1998,9,7,Scribner,eng
400,Libra,Don DeLillo,3.99,480,1991,1,5,Penguin,eng
403,Americana,Don DeLillo,3.43,377,1989,6,7,Penguin Books,eng
404,Running Dog,Don DeLillo,3.43,256,1989,17,7,Vintage Contemporaries,eng
405,Ratner's Star,Don DeLillo,3.48,448,1989,17,7,Vintage,Unknown Language
406,Cosmopolis,Don DeLillo,3.22,224,2004,6,4,Scribner,eng
407,Great Jones Street,Don DeLillo,3.48,272,1994,1,1,Penguin Books,eng
408,The Names,Don DeLillo,3.64,339,1989,17,7,Vintage,eng
409,Against the Day,Thomas Pynchon,4.13,1085,2006,21,11,Penguin Press,eng
410,V.,Thomas Pynchon,3.96,547,2005,5,7,Harper Perennial Modern Classics,eng
411,The Crying of Lot 49,Thomas Pynchon,3.69,152,1999,1,4,Harper Perennial,eng
412,Gravity's Rainbow,Thomas Pynchon,4.0,784,2000,1,1,Penguin Books,eng
413,Mason & Dixon,Thomas Pynchon,4.07,773,2004,3,1,Picador USA,eng
414,Vineland,Thomas Pynchon,3.69,385,1997,1,9,Penguin Classics,en-US
416,Slow Learner: Early Stories,Thomas Pynchon,3.5,193,1985,30,4,Back Bay Books,eng
417,Thomas Pynchon (Bloom's Modern Critical Views),Harold Bloom,3.6,322,2003,23,7,Chelsea House Publications,Unknown Language
418,Been Down So Long It Looks Like Up To Me,Richard Fariña,3.79,352,1996,29,8,Penguin Classics,eng
419,Vintage Didion,Joan Didion,4.1,199,2004,6,1,Vintage Books,Unknown Language
420,The Year of Magical Thinking,Joan Didion,3.89,227,2005,4,10,Knopf Publishing Group,en-US
421,The White Album,Joan Didion,4.16,222,1990,1,10,Farrar Straus Giroux,eng
422,A Book of Common Prayer,Joan Didion,3.8,272,1995,11,4,Vintage International,eng
423,Where I Was From,Joan Didion,3.86,240,2004,14,9,Vintage,eng
424,Slouching Towards Bethlehem,Joan Didion,4.21,238,1990,1,10,Farrar Straus Giroux,eng
425,Democracy,Joan Didion,3.82,234,1995,25,4,Vintage International,en-US
426,We Tell Ourselves Stories in Order to Live: Collected Nonfiction,Joan Didion,4.5,1122,2006,17,10,Everyman's Library,eng
427,Miami,Joan Didion,3.7,240,1998,29,9,Vintage,Unknown Language
428,Play It As It Lays,Joan Didion,3.88,231,2005,15,11,"Farrar, Straus and Giroux",eng
429,Amazons: An Intimate Memoir by the First Woman Ever to Play in the National Hockey League,Cleo Birdwell,3.71,390,1980,1,1,Holt McDougal,Unknown Language
431,The New York Trilogy,Paul Auster,3.89,308,2006,28,3,Penguin Classics,eng
432,"City of Glass (The New York Trilogy, #1)",Paul Auster,3.79,203,1987,7,4,Penguin Books,eng
434,"Ghosts (The New York Trilogy, #2)",Paul Auster,3.64,96,1987,7,7,Penguin Books,eng
435,"The Locked Room (The New York Trilogy, #3)",Paul Auster,3.89,179,1986,1,11,Sun and Moon Press,eng
438,"New York Trilogy: New York Underground, Trapped, Love and Sex",Paul Hallasy,5.0,156,2000,20,4,iUniverse,Unknown Language
439,"New York Dreams (Virex Trilogy, #3)",Eric Brown,3.8,336,2004,1,8,Gollancz,Unknown Language
444,Pyramids of Montauk: Explorations in Consciousness,Peter Moon,3.89,256,1995,1,1,Sky Books (NY),eng
445,"All My Tomorrows (The Orphan Trains Trilogy, #2)",Al Lacy,3.96,352,2003,7,6,Multnomah,Unknown Language
446,The Brooklyn Follies,Paul Auster,3.84,306,2006,17,10,Picador,eng
447,Moon Palace,Paul Auster,3.94,320,1990,1,4,Penguin Books,eng
448,A Tomb for Anatole: Poetry,Stéphane Mallarmé,4.37,202,2005,17,6,New Directions,Unknown Language
452,The Invention of Solitude: A Memoir,Paul Auster,3.78,192,1988,5,5,Penguin Books,Unknown Language
453,The Music of Chance,Paul Auster,3.91,217,1991,1,12,Penguin Books,en-US
454,Travels in the Scriptorium,Paul Auster,3.23,145,2007,23,1,Henry Holt & Company,eng
455,In the Country of Last Things,Paul Auster,3.87,188,1988,2,5,Penguin Books,Unknown Language
456,Leviathan,Paul Auster,3.96,275,1993,1,9,Penguin Books,eng
459,The Random House Book of 20th Century French Poetry,Paul Auster,4.5600000000000005,690,1984,12,1,Vintage,Unknown Language
460,Paul Auster's New York - Promo: Mak.of Amer,Paul Auster,3.89,97,1997,14,9,Henry Holt & Company,Unknown Language
461,The Inner Life of Martin Frost,Paul Auster,3.33,40,2006,1,4,Purdue University Press,Unknown Language
462,Disappearances,Paul Auster,3.4,96,1989,2,5,Harry N. Abrams,Unknown Language
463,The Red Notebook: True Stories,Paul Auster,3.77,104,2002,17,6,New Directions,eng
464,Collected Poems,Paul Auster,3.58,192,2004,5,1,Harry N. Abrams,Unknown Language
465,Paul Auster and Postmodern Quest: On the Road to Nowhere,Chippy M.L. Den Irvine,4.0,221,2002,6,11,"Peter Lang Inc., International Academic Publishers",Unknown Language
466,Timbuktu / Leviathan / Moon Palace,Paul Auster,4.32,1075,2002,7,11,Actes Sud,fre
468,An Art of Desire: Reading Paul Auster,Bernd Herzogenrath,4.0,245,1999,1,1,Brill/Rodopi,Unknown Language
469,Paul Auster (Bloom's Modern Critical Views),Harold Bloom,3.82,254,2003,18,9,Chelsea House Publications,Unknown Language
470,"The Art of Hunger: Essays, Prefaces, Interviews, The Red Notebook",Paul Auster,3.87,368,1997,1,9,Penguin Books,Unknown Language
471,World that is the Book: Paul Auster’s Fiction,Aliki Varvogli,3.6,200,2001,1,11,Liverpool University Press,Unknown Language
473,Beyond the Red Notebook,Dennis Barone,4.0,224,1995,1,8,University of Pennsylvania Press,Unknown Language
475,Collapse: How Societies Choose to Fail or Succeed,Jared Diamond,3.93,608,2005,27,12,Penguin Books Ltd. (London),eng
476,The Coming Economic Collapse: How You Can Thrive When Oil Costs $200 a Barrel,Stephen Leeb,3.39,211,2006,1,2,Business Plus,en-US
477,Collapse of Complex Societies,Joseph A. Tainter,4.16,262,1990,29,3,Cambridge University Press,eng
478,Bowling Alone: The Collapse and Revival of American Community,Robert D. Putnam,3.8,544,2001,7,8,Simon  Schuster,eng
479,The Collapse of Evolution,Scott M. Huse,4.1,224,1997,1,11,Baker Books,Unknown Language
480,Collapse of Burning Buildings: A Guide to Fireground Safety,Vincent Dunn,4.83,150,1988,1,1,Fire Engineering Books,Unknown Language
481,The Collapse of the Common Good: How America's Lawsuit Culture Undermines Our Freedom,Philip K. Howard,3.91,272,2002,29,1,Ballantine Books,eng
482,"Armageddon Averted: The Soviet Collapse, 1970-2000",Stephen Kotkin,3.73,245,2003,16,11,"Oxford University Press, USA",Unknown Language
484,Reinventing the Enemy's Language: Contemporary Native Women's Writings of North America,Joy Harjo,4.39,576,1998,17,9,W. W. Norton  Company,eng
485,The Languages of Native North America,Marianne Mithun,4.53,773,2001,6,7,Cambridge University Press,Unknown Language
487,Searching for Lost City: On the Trail of America's Native Languages,Elizabeth Seay,3.89,272,2003,1,11,Lyons Press,Unknown Language
488,Indian Sign Language,William Tomkins,3.95,128,1969,1,6,Dover Publications,Unknown Language
492,The Fantastic Inventions of Nikola Tesla,Nikola Tesla,4.05,351,2014,12,6,Adventures Unlimited Press,Unknown Language
493,My Inventions,Nikola Tesla,4.01,88,2006,17,5,"Filiquarian Publishing, LLC.",eng
494,Wizard: The Life and Times of Nikola Tesla: Biography of a Genius,Marc J.  Seifer,3.79,542,2001,1,2,Citadel,eng
495,"Colorado Springs Notes, 1899-1900",Brotherhood of Life,3.96,439,2001,1,8,Angriff Press,Unknown Language
496,The Lost Journals of Nikola Tesla: HAARP - Chemtrails and the Secret of Alternative 4,Tim R. Swartz,3.91,155,2011,2,12,Inner Light - Global Communications,Unknown Language
497,Nikola Tesla: A Spark of Genius,Carol Dommermuth-Costa,3.93,144,1994,1,10,Lerner Publications,eng
498,Tesla Papers,Nikola Tesla,4.13,100,2000,1,12,Adventures Unlimited Press,eng
499,21st Century Mysteries: Nikola Tesla: Federal Documents and References (CD-ROM),U.S. Government,5.0,23931,2006,3,2,Progressive Management,Unknown Language
500,Problem of Increasing Human Energy,Nikola Tesla,4.24,112,1996,1,4,Kessinger Publishing,Unknown Language
501,The Tesla Rotating Magnetic Field,Thomas Commerford Martin,4.0,48,2005,8,12,Kessinger Publishing,Unknown Language
502,Art Invention House,Michael Webb,3.67,319,2005,8,11,Rizzoli International Publications,Unknown Language
503,How Invention Begins: Echoes of Old Voices in the Rise of New Machines,John H. Lienhard,3.75,277,2006,14,7,"Oxford University Press, USA",Unknown Language
504,The Invention of Peace: Reflections on War and International Order,Michael Eliot Howard,3.69,128,2001,8,2,Yale University Press,Unknown Language
507,Amazing Leonardo da Vinci Inventions: You Can Build Yourself,Maxine Anderson,3.86,128,2006,1,1,Nomad Press,Unknown Language
509,The Invention of Love,Tom Stoppard,4.02,112,1998,10,8,Grove Press,Unknown Language
510,Sliding Into Home,Dori Hillestad Butler,3.89,224,2005,1,4,Peachtree Publishers,Unknown Language
511,Boys of Summer,Julie Elizabeth Leto,3.77,249,2006,27,6,Harlequin Blaze,eng
512,"When Johnny Came Sliding Home: The Post-Civil War Baseball Boom, 1865-1870",William J. Ryczek,4.62,313,2006,1,6,McFarland & Company,Unknown Language
515,Programming Ruby: The Pragmatic Programmers' Guide,Dave Thomas,4.03,828,2004,11,10,Pragmatic Bookshelf,en-US
516,Programming Ruby: The Pragmatic Programmer's Guide,Dave Thomas,4.03,564,2000,17,10,Addison-Wesley Professional,Unknown Language
517,Best of Ruby Quiz Volume One,James Edward Gray II,3.4,298,2006,1,3,Pragmatic Bookshelf,Unknown Language
518,From Java to Ruby,Bruce A. Tate,3.14,160,2006,28,6,Pragmatic Bookshelf,Unknown Language
519,Rails Recipes,Chad Fowler,3.55,332,2006,1,6,Pragmatic Bookshelf,Unknown Language
520,Learn to Program,Chris  Pine,4.13,149,2006,23,1,Pragmatic Bookshelf,Unknown Language
521,"No Fluff, Just Stuff Anthology",Neal Ford,3.38,256,2006,20,6,Pragmatic Bookshelf,Unknown Language
522,English-Cayuga/Cayuga-English Dictionary,Frances Froman,0.0,750,2002,28,12,University of Toronto Press,Unknown Language
523,Golding's Lord of the Flies (Cliffs Notes),Maureen Kelly,3.94,112,2000,13,6,Cliffs Notes,eng
524,Lord of the Flies,William Golding,3.68,6,2005,11,10,Listening Library (Audio),eng
528,Lord of the Flies (SparkNotes Literature Guides),SparkNotes,3.76,72,2002,10,1,SparkNotes,Unknown Language
531,A War Like No Other: How the Athenians & Spartans Fought the Peloponnesian War,Victor Davis Hanson,4.11,397,2006,12,9,Random House,eng
532,Jack: A Life Like No Other,Geoffrey Perret,3.85,480,2001,6,11,Random House,Unknown Language
534,We Were Not Like Other People,Ephraim Sevela,4.14,216,1989,1,1,HarperCollins Publishers,eng
536,The Lovely Bones,Alice Sebold,3.81,327,2006,1,9,Random House,eng
539,"Lovely in Her Bones (Elizabeth MacPherson, #2)",Sharyn McCrumb,3.8,224,1990,13,5,Ballantine Books,eng
543,USB Mass Storage: Designing and Programming Devices and Embedded Hosts,Jan Axelson,3.67,287,2006,1,9,Lakeview Research,Unknown Language
545,Storage Network Performance Analysis,Huseyin Simitci,3.93,432,2003,9,5,Wiley,Unknown Language
546,Complete Home Storge,Barbara Braasch,3.1,192,2003,1,5,Oxmoor House,Unknown Language
547,Taunton's Home Storage Idea Book,Joanne Kellar Bouknight,3.68,186,2003,1,11,Taunton Press,Unknown Language
548,Storage Area Network Essentials: A Complete Guide to Understanding and Implementing Sans,Richard    Barker,4.06,384,2001,6,11,Wiley,Unknown Language
550,Country Living Stylish Storage: Simple Ways to Contain Your Clutter,Paige Gilchrist,3.0,144,2002,1,8,Hearst Books,Unknown Language
551,Simple Handmade Storage: 23 Step-By-Step Weekend Projects,Philip Haxell,3.29,128,2004,9,6,Laurel Glen Publishing,Unknown Language
553,Storage (Chic Simple) (Chic Simple Components),Jennifer Lisle,2.83,103,1994,29,11,Knopf,Unknown Language
555,"The Modern Gentleman: A Guide to Essential Manners, Savvy and Vice",Phineas Mollod,3.81,341,2002,27,8,Ten Speed Press,Unknown Language
556,The Chap Manifesto: Revolutionary Etiquette for the Modern Gentleman,Gustav Temple,3.9,144,2001,1,10,HarperCollins UK,Unknown Language
557,The Compleat Gentleman: The Modern Man's Guide to Chivalry,Brad Miner,3.56,256,2004,1,5,Spence Publishing Company,Unknown Language
558,The Last Gentleman (Modern Library),Walker Percy,3.87,442,1998,12,1,Modern Library,Unknown Language
561,The Word of a Gentleman: Meditations for Modern Man,Richard C. Halverson,3.0,208,1983,1,12,Zondervan Publishing Company,Unknown Language
563,CSS Mastery: Advanced Web Standards Solutions,Andy Budd,4.1,255,2006,1,2,Friends of ED,Unknown Language
564,Head First HTML with CSS & XHTML,Elisabeth Robson,4.16,702,2005,1,12,O'Reilly Media,Unknown Language
565,The Zen of CSS Design: Visual Enlightenment for the Web,Dave Shea,3.98,296,2005,17,2,Peachpit Press,en-US
566,Stylin' with CSS: A Designer's Guide,Charles Wyke-Smith,3.75,288,2005,6,5,New Riders Publishing,Unknown Language
567,CSS Pocket Reference,Eric A. Meyer,3.97,128,2004,6,8,O'Reilly Media,Unknown Language
568,The CSS Anthology,Rachel Andrew,3.87,376,2004,8,11,SitePoint,Unknown Language
569,HTML Utopia,Rachel Andrew,3.29,520,2006,21,4,SitePoint,Unknown Language
570,"HTML, XHTML, and CSS (Visual Quickstart Guide)",Elizabeth Castro,3.79,456,2006,1,8,Peachpit Press,en-US
571,Eric Meyer on CSS: Mastering the Language of Web Design with Cascading Style Sheets,Eric A. Meyer,4.13,352,2002,28,6,New Riders Publishing,Unknown Language
572,"1,000 Places to See in the U.S.A.  Canada Before You Die",Patricia Schultz,4.05,1183,2007,7,6,Workman Publishing Company,Unknown Language
576,1000 Record Covers,Michael Ochs,3.84,575,2005,15,5,Taschen,mul
578,Paul Huf: record covers,Hornbuckle,0.0,120,1999,1,6,Groninger Museum,Unknown Language
581,100 Albums That Changed Music: And 500 Songs You Need to Hear,Sean Egan,3.53,319,2006,1,8,Booksales,Unknown Language
582,1000 Families,Uwe Ommer,4.06,576,2002,1,12,Taschen,Unknown Language
585,The Art of Rock: Posters from Presley to Punk,Paul Grushkin,4.49,348,1999,1,3,Abbeville Press,Unknown Language
586,Art of Modern Rock: The Poster Explosion,Paul Grushkin,4.12,492,2004,4,11,Chronicle Books,Unknown Language
587,Ambiguous Images: Gender and Rock Art,Kelley Hays-Gilpin,3.83,256,2003,11,11,Altamira Press,Unknown Language
588,Roadside Guide to Indian Ruins & Rock Art of the Southwest,Gordon Sullivan,4.12,240,2005,1,1,Westcliffe Publishers,Unknown Language
589,A Field Guide to Rock Art Symbols of the Greater Southwest,Alex Patterson,4.18,256,1992,1,5,Johnson Books,Unknown Language
590,Guide to Rock Art of the Utah Region: Sites with Public Access,Dennis Slifer,4.0,245,2000,31,12,Ancient City Press,Unknown Language
591,The Rock Art of Texas Indians,William W. Newcomb,4.1,253,1996,1,1,University of Texas Press,Unknown Language
593,The Archaeology of Rock-Art,Christopher Chippindale,4.31,392,1999,21,1,Cambridge University Press,Unknown Language
594,African Rock Art: Paintings and Engravings on Stone,David Coulson,4.14,256,2001,4,6,ABRAMS,Unknown Language
595,Flash to the Core: An Interactive Sketchbook by Joshua Davis,Joshua Davis,4.1,352,2002,24,7,New Riders Publishing,Unknown Language
597,Killing Yourself to Live: 85% of a True Story,Chuck Klosterman,3.81,245,2006,13,6,Scribner,eng
599,"Sex, Drugs, and Cocoa Puffs: A Low Culture Manifesto",Chuck Klosterman,3.74,272,2004,2,7,Scribner,eng
600,"Sex, Drugs and DNA: Science's Taboos Confronted",Michael Stebbins,3.68,360,2006,4,4,Palgrave Macmillan,Unknown Language
601,"Sex, Drugs & Economics: An Unconventional Introduction to Economics",Diane Coyle,3.6,263,2004,8,3,Texere Publishing,Unknown Language
602,"Sex, Drugs, Rock and Roll",Eric Bogosian,3.81,136,2008,1,9,Theatre Communications Group,Unknown Language
603,"Sex, Drugs, Gambling, and Chocolate: A Workbook for Overcoming Addictions",A. Thomas Horvath,3.9,240,2003,1,8,Impact,Unknown Language
605,"Life and Def: Sex, Drugs, Money, + God",Russell Simmons,3.8,288,2002,24,9,Three Rivers Press,Unknown Language
606,The Vice Guide to Sex and Drugs and Rock and Roll,Suroosh Alvi,4.06,362,2003,1,9,Grand Central Publishing,Unknown Language
607,Corporate Vices: What's Gone Wrong with Business?,Charles Cohen,2.25,148,2002,30,12,Capstone,Unknown Language
609,Grand Theft Auto: Vice City Official Strategy Guide for PC,Tim Bogenn,4.07,192,2003,19,5,BradyGames,Unknown Language
610,Grand Theft Auto: Vice City Stories Official Strategy Guide,Brady Games,4.5,240,2006,30,10,BradyGames,Unknown Language
611,The Faking of the Vice-President: A Guide to Becoming a Superfluous Leader,Rich Mintzer,0.0,96,1992,14,5,Perigee,Unknown Language
616,Vice & Virtue in Everyday Life: Introductory Readings in Ethics,Christina Hoff Sommers,3.74,594,2006,1,3,Wadsworth Publishing Company,Unknown Language
617,Vice Cream: Over 70 Sinfully Delicious Dairy-Free Delights,Jeff Rogers,3.82,112,2004,24,2,Celestial Arts,Unknown Language
618,Vice DOs & DON'Ts: 10 Years of Vice Magazine's Street Fashion Critiques,Suroosh Alvi,4.17,261,2004,1,9,Warner Books (NY),Unknown Language
619,"Vice (V, #8)",Jane Feather,3.51,419,1996,2,5,Bantam,eng
620,"Small Vices (Spenser, #24)",Robert B. Parker,4.01,384,1998,1,3,G.P. Putnam's Sons,Unknown Language
621,The Automatic Millionaire: A Powerful One-Step Plan to Live and Finish Rich,David Bach,3.93,272,2005,27,12,Crown Business,Unknown Language
622,The Automatic Millionaire Homeowner: A Powerful Plan to Finish Rich in Real Estate,David Bach,3.84,272,2006,7,3,Crown Business,Unknown Language
623,The Automatic Millionaire Workbook: A Personalized Plan to Live and Finish Rich. . . Automatically,David Bach,3.73,200,2005,4,1,Crown Business,Unknown Language
627,The Automatic Millionaire Workbook,David Bach,3.73,240,2005,25,1,Doubleday Canada,Unknown Language
629,"Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus, #1)",Robert M. Pirsig,3.77,540,2006,25,4,HarperTorch,eng
630,The Mouse and the Motorcycle,Beverly Cleary,3.93,160,2006,1,5,HarperCollins Publishers,Unknown Language
631,The Essential Guide to Motorcycle Maintenance,Mark Zimmerman,3.94,256,2004,30,1,Whitehorse Press,Unknown Language
633,The Complete Idiot's Guide to Motorcycles,Darwin Holmstrom,3.7,448,2005,4,1,Alpha,Unknown Language
634,Motorcycle Owner's Manual,Hugo  Wilson,3.77,112,1997,26,5,DK,Unknown Language
636,How to Paint Your Motorcycle,JoAnn Bortles,4.0,128,2005,10,11,Motorbooks,Unknown Language
637,How to Restore Your Motorcycle,Mark Zimmerman,3.66,224,2000,25,9,Motorbooks International,Unknown Language
639,Once Upon a Cool Motorcycle Dude,Kevin O'Malley,4.08,32,2005,1,4,Walker & Company,eng
640,"Life is a Road, the Soul is a Motorcycle",Daniel B. Meyer,3.63,212,2003,5,3,iUniverse,Unknown Language
641,Motorcycle Touring: Everything You Need to Know,Gregory W. Frazier,3.5,160,2005,5,9,Motorbooks,Unknown Language
642,Guidebook to Zen and the Art of Motorcycle Maintenance,Ronald L. DiSanto,3.72,408,1990,19,11,William Morrow Paperbacks,en-GB
643,Motorcycle Basics Techbook,John Harold Haynes,3.88,222,2002,5,7,"Haynes Manuals N. America, Inc.",eng
644,"How to Ride a Motorcycle: A Rider's Guide to Strategy, Safety, and Skill Development",Pat Hahn,3.67,143,2005,29,10,Motorbooks International,Unknown Language
645,Motorcycle Camping Made Easy,Bob Woofter,3.62,127,2002,25,8,Whitehorse Press,Unknown Language
648,Dos Logos,Robert Klanten,3.97,444,2004,1,9,Die Gestalten Verlag,Unknown Language
649,Logo Design Workbook: A Hands-On Guide to Creating Logos,Sean Adams,3.9,240,2006,1,3,Rockport Publishers,Unknown Language
650,"LOGO Lounge: 2,000 International Identities by Leading Designers",Catharine M. Fishel,3.91,191,2004,1,9,Rockport Publishers,eng
651,Letterhead and Logo Design 9,Mine Design,4.22,240,2005,1,9,Rockport Publishers,Unknown Language
652,Los Logos: A Selected LOGO Collection,Nicholas Bourquin,3.96,444,2002,1,10,Gestalten,Unknown Language
653,The Big Book of Logos 3,David E. Carter,4.18,384,2004,30,3,Harper Design,Unknown Language
654,Great Short Works,Leo Tolstoy,4.31,720,2004,2,3,Harper Perennial Modern Classics,Unknown Language
655,The Death of Ivan Ilych And Other Stories,Leo Tolstoy,4.11,304,2003,1,4,Signet Classics,eng
656,War and Peace,Leo Tolstoy,4.12,1392,1998,25,6,Oxford University Press,eng
657,Tolstoy Lied: A Love Story,Rachel Kadish,3.45,336,2006,1,9,Houghton Mifflin Harcourt,Unknown Language
658,The Kingdom of God Is Within You,Leo Tolstoy,4.12,352,2006,8,9,Dover Publications,eng
659,Walk in the Light & Twenty-Three Tales,Leo Tolstoy,4.15,351,2003,20,11,Orbis Books,Unknown Language
660,The Poet of Tolstoy Park,Sonny Brewer,3.93,254,2004,1,12,Ballantine Books,Unknown Language
662,Atlas Shrugged,Ayn Rand,3.69,1168,1999,1,8,Plume,eng
663,For the New Intellectual: The Philosophy of Ayn Rand,Ayn Rand,3.68,224,1963,1,12,Signet Book,eng
664,The Fountainhead,Ayn Rand,3.87,752,2005,26,4,Dutton,en-US
665,The Virtue of Selfishness: A New Concept of Egoism,Ayn Rand,3.51,176,1964,1,11,Signet,eng
666,Ayn Rand Answers: The Best of Her Q & A,Robert Mayhew,4.16,241,2005,1,11,Berkley Books,Unknown Language
667,Anthem,Ayn Rand,3.63,105,1999,1,12,NAL,eng
668,We the Living,Ayn Rand,3.91,464,1996,1,1,Signet,eng
669,Capitalism: The Unknown Ideal,Ayn Rand,3.88,340,1986,15,7,Signet,eng
670,Letters of Ayn Rand,Ayn Rand,3.97,681,1997,1,2,NAL,eng
671,"Philosophy, Who Needs It / Ayn Rand: In",Ayn Rand,3.88,276,1988,1,6,Bobbs-Merrill,Unknown Language
672,Sailing for Dummies,J.J. Isler,3.95,416,2006,1,6,For Dummies,eng
673,The Complete Sailor: Learning the Art of Sailing,David Seidman,4.31,208,1995,1,3,International Marine Publishing,Unknown Language
674,Sailing Fundamentals,Gary Jobson,3.94,224,2005,1,8,Touchstone,Unknown Language
675,Sailing from Byzantium: How a Lost Empire Shaped the World,Colin  Wells,3.88,335,2006,25,7,Delacorte Press,eng
676,Sailing Alone Around the Room: New and Selected Poems,Billy Collins,4.23,172,2002,17,9,Random House Trade Paperbacks,eng
677,Learning to Sail: The Annapolis Sailing School Guide for All Ages,Diane Goodman,4.07,112,1994,22,4,International Marine Publishing,Unknown Language
678,The Greatest Sailing Stories Ever Told: Twenty-Seven Unforgettable Stories,Christopher Caswell,3.62,286,2004,1,4,Lyons Press,eng
679,"Sailing Smart: Winning Techniques, Tactics, And Strategies",Buddy Melges,4.09,208,1987,15,4,Holt Paperbacks,Unknown Language
680,The Handbook Of Sailing,Bob Bond,4.05,352,1992,11,8,Knopf,Unknown Language
681,"Natural Cures ""They"" Don't Want You to Know about",Kevin Trudeau,3.1,571,2004,1,1,Alliance Publishing,en-US
682,More Natural Cures Revealed,Kevin Trudeau,3.41,358,2006,9,5,Vanguard Press,Unknown Language
683,Natural Capitalism,Paul Hawken,4.0,416,2000,12,10,Back Bay Books,Unknown Language
685,The Natural,Bernard Malamud,3.63,231,2003,7,7,Farrar Straus Giroux,eng
687,"Natural Hormone Balance for Women: Look Younger, Feel Stronger, and Live Life with Exuberance",Uzzi Reiss,4.08,320,2002,1,1,Atria Books,Unknown Language
688,Natural Resource Conservation: Management for a Sustainable Future,Daniel D. Chiras,3.39,656,2004,1,9,Prentice Hall,Unknown Language
690,The End of Print,David Carson,4.06,160,1995,1,11,Chronicle Books (CA),Unknown Language
691,"Trek David Carson, Recent Werk",David Carson,4.24,456,2004,8,3,Gingko Press,Unknown Language
692,David Carson 2ndsight,Lewis Blackwell,4.06,176,1997,15,11,Universe,Unknown Language
693,The Book of Probes,Marshall McLuhan,4.15,573,2003,29,12,Gingko Press,Unknown Language
697,Ortlos: Architecture of the Net.Works,Ivan Redi,4.33,216,2005,1,11,Hatje Cantz,Unknown Language
698,Digging to America,Anne Tyler,3.55,277,2006,2,5,Alfred A. Knopf,eng
699,"America: A Concise History, Volume 2: Since 1865",James A. Henretta,3.83,640,2005,4,2,Bedford Books,Unknown Language
700,Rereading America: Cultural Contexts for Critical Thinking and Writing,Gary Colombo,3.78,826,2004,21,1,Bedford Books,eng
702,Modern Latin America,Thomas E. Skidmore,3.59,528,2004,7,10,"Oxford University Press, USA",en-US
703,The Plot Against America,Philip Roth,3.77,391,2005,27,9,Vintage International,eng
704,Covenant with Black America,Tavis Smiley,3.76,254,2006,22,2,Third World Press,Unknown Language
705,Democracy in America,Alexis de Tocqueville,4.02,703,2003,1,3,Gateway Editions,Unknown Language
707,Naked Pictures of Famous People,Jon   Stewart,3.59,164,1999,22,9,Dey Street Books,en-GB
708,Kierkegaard's Relations to Hegel Reconsidered,Jon  Stewart,4.4,718,2003,12,11,Cambridge University Press,Unknown Language
710,"Swiss Graphic Design: The Origins and Growth of an International Style, 1920-1965",Richard Hollis,4.35,272,2006,28,4,Yale University Press,Unknown Language
711,Swiss Design 2002: Netzwerke / Ra(c)Seaux / Networks,Ruedi Baur,2.0,226,2003,1,1,Lars Muller Publishers,Unknown Language
712,Benzin: Young Swiss Graphic Design,Thomas Bruggisser,4.12,336,2001,1,10,Lars Muller Publishers,Unknown Language
713,Swiss Design 2004,Bundesamt fur Kultur,0.0,216,2004,22,10,Lars Muller Publishers,Unknown Language
714,Swiss Design 2003: Desir Design,Swiss Federal Office of Culture,0.0,200,2004,2,2,Lars Muller Publishers,Unknown Language
715,The Art of Structural Design: A Swiss Legacy,David P. Billington,4.0,212,2003,11,3,Princeton University Art Museum,Unknown Language
716,Swiss Graphic Design,Hendrik Hellige,3.75,224,2000,1,9,Gestalten Verlag,Unknown Language
717,Charted Swiss Folk Designs,Elvira Parolini-Ruffini,2.0,32,1978,1,1,Dover Publications,Unknown Language
720,Guitar Chord Encyclopedia: 36 Chords in Each Key,Steve Hall,3.73,312,1993,1,1,Alfred Music,Unknown Language
721,"Incredible Chord Finder: Easy-to-Use Guide to Over 1,100 Guitar Chords",Songbook,3.67,104,1986,1,12,Unknown Publisher,Unknown Language
722,Guitar Case Chord Book in Full Color - Compact Music Guides Series,Music Sales Corporation,4.5,48,2002,1,3,Hal Leonard Publishing Corporation,Unknown Language
723,Chord Workbook for Guitar Volume One,Bruce Arnold,4.4,176,2001,1,4,Muse Eek Publishing Company,Unknown Language
724,Guitar Chord Bible,Phil Capone,4.2,256,2009,26,8,Chartwell Books,Unknown Language
725,"The Guitar Chord Wheel Book: Over 22,000 Chords!",Hal Leonard Publishing Company,4.0,336,1993,1,1,Hal Leonard Publishing Corporation,Unknown Language
726,Red Hot Chili Peppers,Hal Leonard Publishing Company,4.0,141,2005,1,7,Hal Leonard Publishing Corporation,Unknown Language
728,Mel Bays Guitar Chords,Mel Bay,4.5,48,1993,1,1,Unknown Publisher,Unknown Language
729,"The Ultimate Guitar Chord Big Book: Over 100,000 Chords!",Don Latarski,0.0,404,1998,1,1,Alfred Music,Unknown Language
730,"Complete Book of Guitar Chords, Scales, and Arpeggios",William Bay,3.94,294,1992,1,9,"Mel Bay Publications, Inc.",Unknown Language
731,Mel Bay's Guide to Guitar Chord Progression,Mike Christiansen,0.0,56,1998,2,12,"Mel Bay Publications, Inc.",Unknown Language
